"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 23, 2017","137.80","137.60","137.90","136.50","450.12K","-0.14%"
"Nov 22, 2017","138.00","138.00","138.60","137.50","877.17K","-0.72%"
"Nov 21, 2017","139.00","139.70","140.00","137.70","1.23M","-0.50%"
"Nov 20, 2017","139.70","137.00","141.00","137.00","970.93K","0.50%"
"Nov 17, 2017","139.00","135.10","139.00","135.00","794.80K","2.96%"
"Nov 16, 2017","135.00","135.50","138.40","134.00","1.04M","-0.37%"
"Nov 15, 2017","135.50","136.00","136.40","135.40","765.00K","-0.66%"
"Nov 14, 2017","136.40","137.00","137.00","135.50","1.41M","-0.07%"
"Nov 13, 2017","136.50","137.00","137.80","136.00","1.44M","0.00%"
"Nov 10, 2017","136.50","137.00","138.80","136.20","1.91M","-0.51%"
"Nov 09, 2017","137.20","139.90","140.20","135.00","2.56M","-1.72%"
"Nov 08, 2017","139.60","141.00","143.00","139.00","1.43M","0.07%"
"Nov 07, 2017","139.50","145.20","145.20","139.00","2.41M","-4.12%"
"Nov 06, 2017","145.50","141.90","145.50","141.90","442.98K","2.46%"
"Nov 03, 2017","142.00","143.00","143.00","141.50","3.24M","-0.70%"
"Nov 02, 2017","143.00","141.30","143.00","137.50","1.17M","0.00%"
"Oct 30, 2017","143.00","141.00","143.00","141.00","227.95K","0.70%"
"Oct 27, 2017","142.00","139.30","142.00","139.30","612.07K","0.00%"
"Oct 26, 2017","142.00","140.10","142.00","138.60","868.46K","1.43%"
"Oct 25, 2017","140.00","139.90","142.00","139.00","589.85K","0.07%"
"Oct 24, 2017","139.90","141.50","143.00","139.90","636.78K","-0.07%"
"Oct 23, 2017","140.00","137.10","141.60","137.10","619.40K","2.19%"
"Oct 20, 2017","137.00","140.00","141.10","137.00","2.83M","-2.21%"
"Oct 19, 2017","140.10","144.00","144.00","140.10","1.73M","-2.91%"
"Oct 18, 2017","144.30","147.00","147.80","144.10","2.54M","-1.16%"
"Oct 17, 2017","146.00","150.40","150.50","144.90","2.75M","-2.01%"
"Oct 13, 2017","149.00","148.50","149.00","148.00","1.33M","0.07%"
"Oct 12, 2017","148.90","145.00","148.90","144.40","910.54K","3.40%"
"Oct 11, 2017","144.00","149.80","150.00","144.00","2.26M","-3.87%"
"Oct 10, 2017","149.80","150.00","150.40","149.60","1.46M","-0.13%"
"Oct 09, 2017","150.00","152.50","152.50","149.10","1.18M","-0.60%"
"Oct 06, 2017","150.90","153.20","154.20","150.30","683.12K","-2.01%"
"Oct 05, 2017","154.00","153.70","154.20","153.00","547.47K","0.20%"
"Oct 04, 2017","153.70","152.90","154.00","152.30","663.48K","0.79%"
"Oct 03, 2017","152.50","152.60","152.90","152.00","1.00M","-0.07%"
"Oct 02, 2017","152.60","152.00","152.80","151.70","1.40M","-0.13%"
"Sep 29, 2017","152.80","150.40","152.80","150.00","787.97K","1.06%"
"Sep 28, 2017","151.20","152.80","152.90","150.10","1.15M","-1.18%"
"Sep 27, 2017","153.00","150.00","153.00","149.30","941.60K","0.99%"
"Sep 26, 2017","151.50","152.40","152.40","149.80","2.61M","-0.72%"
"Sep 25, 2017","152.60","154.00","154.00","151.10","390.89K","-1.10%"
"Sep 22, 2017","154.30","155.50","156.00","154.00","533.29K","0.06%"
"Sep 21, 2017","154.20","150.20","156.50","150.20","1.78M","2.73%"
"Sep 20, 2017","150.10","150.00","151.30","150.00","715.46K","0.07%"
"Sep 19, 2017","150.00","153.00","153.00","150.00","2.73M","-1.32%"
"Sep 18, 2017","152.00","153.70","153.70","150.20","1.40M","-1.23%"
"Sep 15, 2017","153.90","153.80","153.90","151.00","1.73M","0.00%"
"Sep 14, 2017","153.90","154.00","155.00","152.60","2.77M","0.00%"
"Sep 13, 2017","153.90","154.00","154.80","152.20","1.12M","0.20%"
"Sep 11, 2017","153.60","154.00","154.50","153.50","1.19M","0.07%"
"Sep 08, 2017","153.50","153.00","154.30","152.20","499.14K","0.33%"
"Sep 07, 2017","153.00","152.10","153.20","152.10","1.30M","0.66%"
"Sep 06, 2017","152.00","150.90","152.00","150.10","634.48K","1.27%"
"Sep 05, 2017","150.10","150.10","150.60","150.00","1.18M","0.07%"
"Sep 04, 2017","150.00","149.90","150.80","147.40","2.17M","2.67%"
"Aug 31, 2017","146.10","148.90","151.00","146.10","1.57M","-1.88%"
"Aug 30, 2017","148.90","149.90","150.00","147.20","1.49M","1.09%"
"Aug 29, 2017","147.30","152.90","153.00","147.00","1.05M","-3.66%"
"Aug 25, 2017","152.90","152.00","154.20","151.30","1.46M","1.06%"
"Aug 24, 2017","151.30","151.40","152.40","150.40","680.19K","0.20%"
"Aug 23, 2017","151.00","151.60","152.30","150.60","2.07M","0.00%"
"Aug 22, 2017","151.00","145.10","151.00","145.00","2.95M","0.67%"
"Aug 18, 2017","150.00","148.50","150.70","148.40","1.56M","1.01%"
"Aug 17, 2017","148.50","148.80","149.80","147.10","2.00M","1.02%"
"Aug 16, 2017","147.00","147.00","148.50","145.10","2.64M","0.00%"
"Aug 15, 2017","147.00","143.00","147.30","140.70","839.01K","3.30%"
